month,language,push_events,unique_actors
2013-07,Go,9003,3507
2013-07,Java,51749,19304
2013-07,JavaScript,64295,22424
2013-07,PHP,29175,12642
2013-07,Python,45972,20457
2013-07,Ruby,25452,10698
2013-07,TypeScript,9128,4066
2013-08,C#,20422,8372
2013-08,C++,18250,8259
2013-08,Go,9588,3908
2013-08,Java,48514,17072
2013-08,JavaScript,67762,25629
2013-08,PHP,30266,12245
2013-08,Python,47833,22371
2013-08,Ruby,23358,9506
2013-08,TypeScript,10266,3689
2013-09,C#,21657,9277
2013-09,C++,20049,7746
2013-09,Go,9991,3921
2013-09,Java,51287,19925
2013-09,JavaScript,64180,23411
2013-09,PHP,29876,11824
2013-09,Python,49882,17961
2013-09,Ruby,23801,10044
2013-09,TypeScript,9901,3735
2013-10,C#,21047,8016
2013-10,C++,18921,7413
2013-10,Go,10568,3698
2013-10,Java,48597,19494
2013-10,JavaScript,73067,25042
2013-10,PHP,29201,11414
2013-10,Python,50659,19937
2013-10,Ruby,23253,9072
2013-10,TypeScript,11601,5267
2013-11,C#,21147,8875
2013-11,C++,18736,8706
2013-11,Go,10587,4494
2013-11,Java,52827,23351
2013-11,JavaScript,68221,24689
2013-11,PHP,32760,13264
2013-11,Python,53198,20129
2013-11,Ruby,25342,10725
2013-11,TypeScript,12792,5620
2013-12,C#,23572,10404
2013-12,C++,19299,7414
2013-12,Go,11404,4659
2013-12,Java,51877,20198
2013-12,JavaScript,74744,28261
2013-12,PHP,31996,12872
2013-12,Python,53852,21556
2013-12,Ruby,26183,11157
2013-12,TypeScript,13648,6154
2014-01,C#,25358,9674
2014-01,C++,21591,9566
2014-01,Go,13510,6246
2014-01,Java,53998,20580
2014-01,JavaScript,78663,28379
2014-01,PHP,32546,12152
2014-01,Python,52680,20726
2014-01,Ruby,25749,9715
2014-01,TypeScript,14927,5931
2014-02,C#,26592,10243
2014-02,C++,22639,8821
2014-02,Go,13908,5175
2014-02,Java,59602,24210
2014-02,JavaScript,74386,24247
2014-02,PHP,34979,13396
2014-02,Python,55276,20699
2014-02,Ruby,26708,10290
2014-02,TypeScript,17646,6979
2014-03,C#,24480,10622
2014-03,C++,21349,8565
2014-03,Go,15839,6366
2014-03,Java,55837,20994
2014-03,JavaScript,80380,28398
2014-03,PHP,36944,14025
2014-03,Python,60647,25962
2014-03,Ruby,29713,10728
2014-03,TypeScript,18183,7547
2014-04,C#,24878,10482
2014-04,C++,23170,9912
2014-04,Go,15438,6050
2014-04,Java,62122,22558
2014-04,JavaScript,81730,27711
2014-04,PHP,36594,13588
2014-04,Python,62239,23407
2014-04,Ruby,27066,10585
2014-04,TypeScript,19590,8142
2014-05,C#,26570,9783
2014-05,C++,23387,10055
2014-05,Go,16306,7471
2014-05,Java,59487,24489
2014-05,JavaScript,87299,30775
2014-05,PHP,35157,14038
2014-05,Python,61817,24328
2014-05,Ruby,28791,12964
2014-05,TypeScript,20745,8911
2014-06,C#,26899,9735
2014-06,C++,25139,10112
2014-06,Go,16618,6595
2014-06,Java,65539,22711
2014-06,JavaScript,85012,27640
2014-06,PHP,34578,11615
2014-06,Python,62141,25367
2014-06,Ruby,27887,10915
2014-06,TypeScript,19951,8294
2014-07,C#,25738,10243
2014-07,C++,24198,10099
2014-07,Go,17927,6830
2014-07,Java,63920,26815
2014-07,JavaScript,88072,30369
2014-07,PHP,35031,14363
2014-07,Python,60503,25716
2014-07,Ruby,28088,12219
2014-07,TypeScript,22877,9567
2014-08,C#,27664,11842
2014-08,C++,23903,9398
2014-08,Go,17701,6588
2014-08,Java,63335,26028
2014-08,JavaScript,85935,30324
2014-08,PHP,35640,16773
2014-08,Python,64332,24348
2014-08,Ruby,26076,10707
2014-08,TypeScript,24144,10855
2014-09,C#,27338,9732
2014-09,C++,23917,9697
2014-09,Go,21089,9135
2014-09,Java,62016,21850
2014-09,JavaScript,83926,29809
2014-09,PHP,34917,14930
2014-09,Python,64278,25940
2014-09,Ruby,27701,11034
2014-09,Swift,642,268
2014-09,TypeScript,26607,11534
2014-10,C#,27600,10772
2014-10,C++,24822,10069
2014-10,Go,20787,8277
2014-10,Java,59670,20702
2014-10,JavaScript,88221,32502
2014-10,PHP,32367,12607
2014-10,Python,66649,26928
2014-10,Ruby,28878,11547
2014-10,Swift,958,358
2014-10,TypeScript,28747,12106
2014-11,C#,26303,13469
2014-11,C++,24483,10922
2014-11,Go,21952,8549
2014-11,Java,62816,29075
2014-11,JavaScript,92620,33721
2014-11,PHP,36234,15580
2014-11,Python,67011,26274
2014-11,Ruby,27511,10697
2014-11,Swift,1320,551
2014-11,TypeScript,27881,11345
2014-12,C#,27470,11058
2014-12,C++,25895,10221
2014-12,Go,22615,8723
2014-12,Java,68866,26434
2014-12,JavaScript,93249,34682
2014-12,PHP,35611,15193
2014-12,Python,67047,25409
2014-12,Ruby,26709,11365
2014-12,Swift,1681,630
2014-12,TypeScript,31345,13295
2015-01,C#,27091,10044
2015-01,C++,26246,10567
2015-01,Go,25471,9977
2015-01,Java,68443,24254
2015-01,JavaScript,91975,33720
2015-01,PHP,38938,15462
2015-01,Python,69023,26238
2015-01,Ruby,29895,11432
2015-01,Swift,2171,861
2015-01,TypeScript,35459,13284
2015-02,C#,30181,12860
2015-02,C++,26678,10637
2015-02,Go,25737,10466
2015-02,Java,66770,28391
2015-02,JavaScript,98320,32595
2015-02,PHP,37916,14622
2015-02,Python,74227,30610
2015-02,Ruby,30652,12513
2015-02,Swift,2512,984
2015-02,TypeScript,36214,16143
2015-03,C#,29985,12409
2015-03,C++,25324,9662
2015-03,Go,26206,10072
2015-03,Java,72757,27985
2015-03,JavaScript,99593,34667
2015-03,PHP,41038,15508
2015-03,Python,77668,32083
2015-03,Ruby,30530,12954
2015-03,Swift,3069,1178
2015-03,TypeScript,36068,14155
2015-04,C#,32314,12589
2015-04,C++,27625,11152
2015-04,Go,27570,10143
2015-04,Java,71017,26681
2015-04,JavaScript,103073,34121
2015-04,PHP,40033,14994
2015-04,Python,76423,30296
2015-04,Ruby,29832,12268
2015-04,Swift,3469,1443
2015-04,TypeScript,41062,16983
2015-05,C#,31639,12771
2015-05,C++,28512,11116
2015-05,Go,25939,10337
2015-05,Java,74705,26535
2015-05,JavaScript,103663,32179
2015-05,PHP,37492,15373
2015-05,Python,75342,31236
2015-05,Ruby,30780,12230
2015-05,Rust,770,407
2015-05,Swift,4309,1899
2015-05,TypeScript,45941,18854
2015-06,C#,32257,13812
2015-06,C++,28400,10901
2015-06,Go,26018,11328
2015-06,Java,70053,26044
2015-06,JavaScript,106174,35754
2015-06,PHP,41392,15355
2015-06,Python,76520,29520
2015-06,Ruby,31718,13322
2015-06,Rust,1254,563
2015-06,Swift,4650,1707
2015-06,TypeScript,44115,17803
2015-07,C#,31955,12857
2015-07,C++,29976,12168
2015-07,Go,26944,12329
2015-07,Java,71963,28116
2015-07,JavaScript,105476,38152
2015-07,PHP,37718,15329
2015-07,Python,75728,30629
2015-07,Ruby,30872,13048
2015-07,Rust,1745,873
2015-07,Swift,4777,1764
2015-07,TypeScript,46834,17569
2015-08,C#,31191,12340
2015-08,C++,28097,10625
2015-08,Go,28989,11408
2015-08,Java,71198,25863
2015-08,JavaScript,105050,36590
2015-08,PHP,35383,13584
2015-08,Python,82962,33967
2015-08,Ruby,27008,11179
2015-08,Rust,2100,992
2015-08,Swift,5399,2159
2015-08,TypeScript,47823,18720
2015-09,C#,31615,13451
2015-09,C++,28498,11457
2015-09,Go,26369,11667
2015-09,Java,68551,29627
2015-09,JavaScript,115574,42096
2015-09,PHP,37856,15008
2015-09,Python,74304,31922
2015-09,Ruby,28983,12148
2015-09,Rust,2959,1373
2015-09,Swift,5727,2234
2015-09,TypeScript,47680,20012
2015-10,C#,31713,13694
2015-10,C++,27013,11441
2015-10,Go,27641,10151
2015-10,Java,69438,24026
2015-10,JavaScript,102326,37054
2015-10,PHP,39698,17247
2015-10,Python,85207,32614
2015-10,Ruby,30085,12849
2015-10,Rust,3119,1538
2015-10,Swift,6463,2521
2015-10,TypeScript,51572,19142
2015-11,C#,31128,11534
2015-11,C++,31918,12801
2015-11,Go,29054,10786
2015-11,Java,71005,31382
2015-11,JavaScript,108840,41969
2015-11,PHP,38600,14747
2015-11,Python,82629,37079
2015-11,Ruby,31062,12125
2015-11,Rust,3656,1860
2015-11,Swift,6094,2363
2015-11,TypeScript,50398,22694
2015-12,C#,31924,11598
2015-12,C++,28347,11711
2015-12,Go,27891,10498
2015-12,Java,75672,27107
2015-12,JavaScript,113230,39142
2015-12,PHP,40301,16529
2015-12,Python,84601,30957
2015-12,Ruby,30282,12063
2015-12,Rust,4097,2240
2015-12,Swift,7506,3033
2015-12,TypeScript,54252,24114
2016-01,C#,34129,13746
2016-01,C++,29917,12598
2016-01,Go,29544,11366
2016-01,Java,81408,32139
2016-01,JavaScript,106103,37697
2016-01,PHP,40848,15777
2016-01,Python,93216,35587
2016-01,Ruby,31937,12295
2016-01,Rust,5236,2246
2016-01,Swift,8399,3090
2016-01,TypeScript,53357,22301
2016-02,C#,33863,12091
2016-02,C++,33934,12933
2016-02,Go,31592,12509
2016-02,Java,76923,32037
2016-02,JavaScript,113956,40567
2016-02,Kotlin,812,319
2016-02,PHP,43776,17934
2016-02,Python,93333,36780
2016-02,Ruby,31284,12852
2016-02,Rust,5088,2857
2016-02,Swift,9074,3454
2016-02,TypeScript,56725,23669
2016-03,C#,36952,15404
2016-03,C++,31162,12169
2016-03,Go,33809,13079
2016-03,Java,79931,32988
2016-03,JavaScript,115423,48429
2016-03,Kotlin,1398,613
2016-03,PHP,43412,17578
2016-03,Python,94528,38616
2016-03,Ruby,34183,12316
2016-03,Rust,5847,2711
2016-03,Swift,10342,3861
2016-03,TypeScript,57776,22920
2016-04,C#,37471,14578
2016-04,C++,35435,13635
2016-04,Go,33476,11517
2016-04,Java,83909,31523
2016-04,JavaScript,120597,41138
2016-04,Kotlin,1844,718
2016-04,PHP,43331,18203
2016-04,Python,94810,37319
2016-04,Ruby,30932,12533
2016-04,Rust,7283,3365
2016-04,Swift,9960,4114
2016-04,TypeScript,56572,21117
2016-05,C#,38013,15557
2016-05,C++,33416,12669
2016-05,Go,32238,14391
2016-05,Java,83501,32894
2016-05,JavaScript,118732,43276
2016-05,Kotlin,2679,1149
2016-05,PHP,40232,16467
2016-05,Python,104358,43053
2016-05,Ruby,32810,12478
2016-05,Rust,7658,3551
2016-05,Swift,10930,4049
2016-05,TypeScript,57594,24384
2016-06,C#,37041,16556
2016-06,C++,31195,12407
2016-06,Go,32362,12042
2016-06,Java,76630,30022
2016-06,JavaScript,130765,43823
2016-06,Kotlin,3026,1261
2016-06,PHP,42528,16674
2016-06,Python,98243,47461
2016-06,Ruby,31935,13664
2016-06,Rust,8155,4155
2016-06,Swift,11809,4338
2016-06,TypeScript,61090,25718
2016-07,C#,37758,15111
2016-07,C++,33284,12915
2016-07,Go,33652,13807
2016-07,Java,75898,28766
2016-07,JavaScript,124493,45889
2016-07,Kotlin,3535,1306
2016-07,PHP,43659,19277
2016-07,Python,97908,37596
2016-07,Ruby,29714,10483
2016-07,Rust,8692,3797
2016-07,Swift,11511,4852
2016-07,TypeScript,64856,25965
2016-08,C#,34922,14736
2016-08,C++,31710,14064
2016-08,Go,32159,12683
2016-08,Java,80839,31585
2016-08,JavaScript,134147,46286
2016-08,Kotlin,4062,1756
2016-08,PHP,39828,16363
2016-08,Python,96641,37001
2016-08,Ruby,31448,12642
2016-08,Rust,8699,5250
2016-08,Swift,12141,4550
2016-08,TypeScript,58306,25791
2016-09,C#,36057,12674
2016-09,C++,33304,13249
2016-09,Go,36121,13050
2016-09,Java,75473,26762
2016-09,JavaScript,123672,44418
2016-09,Kotlin,4532,1910
2016-09,PHP,40081,15156
2016-09,Python,98431,40328
2016-09,Ruby,32253,12630
2016-09,Rust,9694,4868
2016-09,Swift,12832,4995
2016-09,TypeScript,64499,27067
2016-10,C#,34826,13564
2016-10,C++,31260,12095
2016-10,Go,33959,13490
2016-10,Java,76986,30292
2016-10,JavaScript,134457,43172
2016-10,Kotlin,5186,1970
2016-10,PHP,41187,15740
2016-10,Python,100347,43984
2016-10,Ruby,32063,12576
2016-10,Rust,9818,4962
2016-10,Swift,13260,5780
2016-10,TypeScript,59589,22436
2016-11,C#,36283,14699
2016-11,C++,32568,12648
2016-11,Go,33937,15539
2016-11,Java,79864,28535
2016-11,JavaScript,131689,48503
2016-11,Kotlin,6000,2390
2016-11,PHP,42083,15031
2016-11,Python,103150,42866
2016-11,Ruby,29405,11792
2016-11,Rust,10981,5180
2016-11,Swift,13404,5190
2016-11,TypeScript,64328,26261
2016-12,C#,37493,17200
2016-12,C++,37361,14410
2016-12,Go,35472,13731
2016-12,Java,79546,28615
2016-12,JavaScript,138901,50761
2016-12,Kotlin,6559,2341
2016-12,PHP,40863,15436
2016-12,Python,98889,37150
2016-12,Ruby,29305,11508
2016-12,Rust,11280,5858
2016-12,Swift,15076,6398
2016-12,TypeScript,68021,28647
2017-01,C#,38296,15872
2017-01,C++,36969,15119
2017-01,Go,36466,15898
2017-01,Java,82390,34838
2017-01,JavaScript,137644,47748
2017-01,Kotlin,6710,2559
2017-01,PHP,45298,18947
2017-01,Python,100662,39331
2017-01,Ruby,31367,13038
2017-01,Rust,13155,5937
2017-01,Swift,15338,6189
2017-01,TypeScript,72229,31522
2017-02,C#,39056,15594
2017-02,C++,36665,13813
2017-02,Go,36094,16649
2017-02,Java,86787,36435
2017-02,JavaScript,137213,48124
2017-02,Kotlin,8143,3153
2017-02,PHP,45865,17123
2017-02,Python,113101,45275
2017-02,Ruby,32879,12884
2017-02,Rust,13687,6589
2017-02,Swift,17048,7119
2017-02,TypeScript,68022,30770
2017-03,C#,40497,16252
2017-03,C++,38429,14393
2017-03,Go,37032,13768
2017-03,Java,84679,29851
2017-03,JavaScript,144034,50571
2017-03,Kotlin,9191,3567
2017-03,PHP,45385,18500
2017-03,Python,108706,42868
2017-03,Ruby,31668,13848
2017-03,Rust,15383,6677
2017-03,Swift,18788,7428
2017-03,TypeScript,76536,34169
2017-04,C#,41482,16403
2017-04,C++,38706,14497
2017-04,Go,37426,17420
2017-04,Java,92451,34060
2017-04,JavaScript,142125,49235
2017-04,Kotlin,9656,4167
2017-04,PHP,49921,19528
2017-04,Python,111757,44578
2017-04,Ruby,33278,12151
2017-04,Rust,15195,6718
2017-04,Swift,18182,7654
2017-04,TypeScript,71650,27810
2017-05,C#,39083,15802
2017-05,C++,40393,16859
2017-05,Go,38718,15972
2017-05,Java,92760,35923
2017-05,JavaScript,146777,56974
2017-05,Kotlin,9300,3773
2017-05,PHP,41649,16140
2017-05,Python,113796,45372
2017-05,Ruby,32121,11936
2017-05,Rust,17538,8587
2017-05,Swift,19956,8810
2017-05,TypeScript,76093,29545
2017-06,C#,45918,18219
2017-06,C++,36865,14358
2017-06,Go,38358,15555
2017-06,Java,93414,36114
2017-06,JavaScript,149083,52451
2017-06,Kotlin,10930,4571
2017-06,PHP,45476,17171
2017-06,Python,105500,44046
2017-06,Ruby,34113,15109
2017-06,Rust,17367,8060
2017-06,Swift,19876,8086
2017-06,TypeScript,72992,33788
2017-07,C#,41485,17071
2017-07,C++,40167,14063
2017-07,Go,38581,17228
2017-07,Java,89864,37247
2017-07,JavaScript,142521,54969
2017-07,Kotlin,11474,4550
2017-07,PHP,43492,18659
2017-07,Python,111347,46007
2017-07,Ruby,32248,12743
2017-07,Rust,19693,9720
2017-07,Swift,19555,9090
2017-07,TypeScript,78310,31813
2017-08,C#,42596,16031
2017-08,C++,37287,16280
2017-08,Go,37267,15524
2017-08,Java,86152,32015
2017-08,JavaScript,148096,54598
2017-08,Kotlin,11454,4855
2017-08,PHP,42796,16033
2017-08,Python,121559,50215
2017-08,Ruby,27675,9924
2017-08,Rust,18992,8981
2017-08,Swift,20237,8360
2017-08,TypeScript,73225,33295
2017-09,C#,41093,15800
2017-09,C++,35916,15066
2017-09,Go,38242,15845
2017-09,Java,88318,33003
2017-09,JavaScript,149949,54691
2017-09,Kotlin,12365,5187
2017-09,PHP,39875,16434
2017-09,Python,116044,42638
2017-09,Ruby,31563,12391
2017-09,Rust,20028,8965
2017-09,Swift,20568,8544
2017-09,TypeScript,74488,33808
2017-10,C#,44094,18665
2017-10,C++,41489,14201
2017-10,Go,37604,15460
2017-10,Java,91935,38029
2017-10,JavaScript,144815,54808
2017-10,Kotlin,13040,4887
2017-10,PHP,39848,17282
2017-10,Python,114286,46113
2017-10,Ruby,30068,11975
2017-10,Rust,20246,8593
2017-10,Swift,19601,7703
2017-10,TypeScript,77195,30556
2017-11,C#,43535,17132
2017-11,C++,39103,15928
2017-11,Go,36713,16521
2017-11,Java,86192,36657
2017-11,JavaScript,143717,50511
2017-11,Kotlin,15020,6218
2017-11,PHP,43877,17902
2017-11,Python,122252,46092
2017-11,Ruby,29281,11945
2017-11,Rust,23322,11224
2017-11,Swift,19757,8118
2017-11,TypeScript,82830,34529
2017-12,C#,42912,16506
2017-12,C++,36790,13936
2017-12,Go,42098,16364
2017-12,Java,90523,34478
2017-12,JavaScript,152697,53746
2017-12,Kotlin,14096,5253
2017-12,PHP,43235,19797
2017-12,Python,126195,50499
2017-12,Ruby,30640,12450
2017-12,Rust,24271,10955
2017-12,Swift,19855,7646
2017-12,TypeScript,78712,33772
2018-01,C#,41816,17337
2018-01,C++,40091,16025
2018-01,Go,43210,16418
2018-01,Java,96254,34111
2018-01,JavaScript,148617,52460
2018-01,Kotlin,16467,6573
2018-01,PHP,41560,18042
2018-01,Python,129297,52534
2018-01,Ruby,30806,13538
2018-01,Rust,24862,13855
2018-01,Swift,21942,9408
2018-01,TypeScript,86638,38252
2018-02,C#,44308,17420
2018-02,C++,43200,17118
2018-02,Go,44206,17906
2018-02,Java,93906,33396
2018-02,JavaScript,156277,53919
2018-02,Kotlin,17591,6686
2018-02,PHP,44259,18106
2018-02,Python,133338,57047
2018-02,Ruby,30587,11756
2018-02,Rust,27226,12750
2018-02,Swift,21463,8884
2018-02,TypeScript,85012,33290
2018-03,C#,48088,21223
2018-03,C++,47172,18273
2018-03,Go,47656,17958
2018-03,Java,96016,39343
2018-03,JavaScript,161190,64506
2018-03,Kotlin,18376,7469
2018-03,PHP,47147,20239
2018-03,Python,127994,50391
2018-03,Ruby,30253,12697
2018-03,Rust,29654,16691
2018-03,Swift,23742,9840
2018-03,TypeScript,81212,33421
2018-04,C#,46433,17977
2018-04,C++,46529,22560
2018-04,Go,46676,17425
2018-04,Java,99636,40128
2018-04,JavaScript,158491,58065
2018-04,Kotlin,19753,8054
2018-04,PHP,46989,19517
2018-04,Python,137815,53722
2018-04,Ruby,32126,15726
2018-04,Rust,27384,12150
2018-04,Swift,24138,10586
2018-04,TypeScript,84657,34184
2018-05,C#,47655,19100
2018-05,C++,42651,18338
2018-05,Go,44649,18616
2018-05,Java,93954,39188
2018-05,JavaScript,163735,61311
2018-05,Kotlin,19216,8297
2018-05,PHP,46986,20350
2018-05,Python,141006,52340
2018-05,Ruby,30667,12886
2018-05,Rust,29808,14098
2018-05,Swift,23692,10903
2018-05,TypeScript,92741,35120
2018-06,C#,46820,18545
2018-06,C++,49020,20391
2018-06,Go,46493,18904
2018-06,Java,99252,38815
2018-06,JavaScript,172864,58873
2018-06,Kotlin,21873,8625
2018-06,PHP,42289,17695
2018-06,Python,127657,55034
2018-06,Ruby,32199,13064
2018-06,Rust,28763,13237
2018-06,Swift,23402,9410
2018-06,TypeScript,86870,37572
2018-07,C#,47112,19777
2018-07,C++,46706,19013
2018-07,Go,42700,16879
2018-07,Java,97393,37391
2018-07,JavaScript,168784,59733
2018-07,Kotlin,23207,9070
2018-07,PHP,40258,16921
2018-07,Python,137744,57014
2018-07,Ruby,31330,13136
2018-07,Rust,29009,15300
2018-07,Swift,24031,9307
2018-07,TypeScript,86673,36691
2018-08,C#,46491,17358
2018-08,C++,42479,16376
2018-08,Go,43486,18822
2018-08,Java,96061,37148
2018-08,JavaScript,171199,66118
2018-08,Kotlin,22537,8229
2018-08,PHP,41410,15934
2018-08,Python,137211,51420
2018-08,Ruby,32055,11586
2018-08,Rust,27626,13164
2018-08,Swift,23325,9241
2018-08,TypeScript,88259,39518
2018-09,C#,46658,17952
2018-09,C++,41939,17184
2018-09,Go,45764,18181
2018-09,Java,99136,35453
2018-09,JavaScript,172920,61084
2018-09,Kotlin,23863,10150
2018-09,PHP,40387,16615
2018-09,Python,132427,54535
2018-09,Ruby,29358,11246
2018-09,Rust,27379,12171
2018-09,Swift,21192,8329
2018-09,TypeScript,91242,39227
2018-10,C#,43174,17795
2018-10,C++,40794,18305
2018-10,Go,46201,19173
2018-10,Java,102205,38495
2018-10,JavaScript,175876,59140
2018-10,Kotlin,24377,9593
