language,method,method_label,x,y,total_push_events,avg_share_pct,total_unique_actors
Julia,kpca,Kernel PCA (RBF),-0.5302157146053633,0.2060824091603915,176000,0.0916778464083119,18514
Kotlin,kpca,Kernel PCA (RBF),-0.4944921054604301,-0.0804171174440946,1082614,0.7790707868331034,104799
Lua,kpca,Kernel PCA (RBF),-0.5858500266546468,0.0965556285473198,765927,0.4571776687658836,157796
Objective-C,kpca,Kernel PCA (RBF),-0.480152043292433,0.0340415681182325,1163558,0.8704981714123565,345410
PHP,kpca,Kernel PCA (RBF),0.7354025616386666,0.0288003646994095,10050888,7.854792842165062,738072
Perl,kpca,Kernel PCA (RBF),-0.5025310418904099,-0.0433098549478024,1011708,0.8749813347000267,335126
Python,kpca,Kernel PCA (RBF),0.656160850426623,0.5948052896022207,21133487,15.657731484913649,1764495
R,kpca,Kernel PCA (RBF),-0.5715478027818026,0.1610190717188427,522442,0.2597047993296653,128853
Ruby,kpca,Kernel PCA (RBF),0.6229411055680298,-0.125612065551605,6596943,6.965023084072817,935659
Rust,kpca,Kernel PCA (RBF),-0.5123164677781499,-0.073413961670835,1194876,0.7724694205232586,83974
Scala,kpca,Kernel PCA (RBF),-0.373228804181521,-0.202480862279458,1646220,1.2699100644906045,122243
Swift,kpca,Kernel PCA (RBF),-0.5124239071689225,-0.0465314153516818,1443391,0.7509469530150464,142016
TypeScript,kpca,Kernel PCA (RBF),0.3106387870956448,-0.6076400471905925,6146440,4.436318961247738,359881
C,tsne,t-SNE (sklearn),44.93454360961914,3.4284183979034424,6095516,4.856861963340823,900690
C#,tsne,t-SNE (sklearn),46.39376831054688,8.573575019836426,16574065,8.462098866787409,362839
C++,tsne,t-SNE (sklearn),42.555782318115234,0.4972015023231506,9930758,7.382190664480297,826958
Dart,tsne,t-SNE (sklearn),72.86222839355469,-1.555632472038269,378103,0.295761517822908,20470
Go,tsne,t-SNE (sklearn),49.582130432128906,2.890956401824951,6039562,4.102650354305577,317241
Haskell,tsne,t-SNE (sklearn),74.5818862915039,-5.159667015075684,609654,0.4910525629537782,65509
Java,tsne,t-SNE (sklearn),36.77179336547852,5.105631351470947,16106230,11.910417960102818,961606
JavaScript,tsne,t-SNE (sklearn),34.6734504699707,9.111428260803224,35828850,21.45866269232887,2643812
Julia,tsne,t-SNE (sklearn),76.72640991210938,3.475351333618164,176000,0.0916778464083119,18514
Kotlin,tsne,t-SNE (sklearn),69.46247100830078,-4.843159198760986,1082614,0.7790707868331034,104799
Lua,tsne,t-SNE (sklearn),72.50657653808594,2.1943421363830566,765927,0.4571776687658836,157796
Objective-C,tsne,t-SNE (sklearn),68.78526306152344,-0.0117188086733222,1163558,0.8704981714123565,345410
PHP,tsne,t-SNE (sklearn),39.01311874389648,1.7972201108932495,10050888,7.854792842165062,738072
Perl,tsne,t-SNE (sklearn),65.69062805175781,-2.7177574634552,1011708,0.8749813347000267,335126
Python,tsne,t-SNE (sklearn),38.870361328125,9.022876739501951,21133487,15.657731484913649,1764495
R,tsne,t-SNE (sklearn),76.96943664550781,-0.8372510075569153,522442,0.2597047993296653,128853
Ruby,tsne,t-SNE (sklearn),41.61074066162109,4.868834972381592,6596943,6.965023084072817,935659
Rust,tsne,t-SNE (sklearn),71.0402603149414,6.089178562164307,1194876,0.7724694205232586,83974
Scala,tsne,t-SNE (sklearn),64.01559448242188,1.2332743406295776,1646220,1.2699100644906045,122243
Swift,tsne,t-SNE (sklearn),67.51756286621094,4.208617210388184,1443391,0.7509469530150464,142016
TypeScript,tsne,t-SNE (sklearn),51.04563903808594,5.706251621246338,6146440,4.436318961247738,359881
C,umap,UMAP,8.447980880737305,6.837808132171631,6095516,4.856861963340823,900690
C#,umap,UMAP,8.227436065673828,6.191522598266602,16574065,8.462098866787409,362839
C++,umap,UMAP,7.859749794006348,6.784752368927002,9930758,7.382190664480297,826958
Dart,umap,UMAP,10.71976375579834,1.942541480064392,378103,0.295761517822908,20470
Go,umap,UMAP,8.033548355102539,5.648732662200928,6039562,4.102650354305577,317241
Haskell,umap,UMAP,10.50869369506836,2.608558893203736,609654,0.4910525629537782,65509
Java,umap,UMAP,7.337784767150879,7.138107776641846,16106230,11.910417960102818,961606
JavaScript,umap,UMAP,7.145416736602783,6.539883613586426,35828850,21.45866269232887,2643812
Julia,umap,UMAP,11.176758766174316,2.08672308921814,176000,0.0916778464083119,18514
Kotlin,umap,UMAP,9.252799034118652,2.274462938308716,1082614,0.7790707868331034,104799
Lua,umap,UMAP,10.885560035705566,2.9698078632354736,765927,0.4571776687658836,157796
Objective-C,umap,UMAP,10.306002616882324,3.1757113933563232,1163558,0.8704981714123565,345410
PHP,umap,UMAP,7.803476333618164,7.571915626525879,10050888,7.854792842165062,738072
Perl,umap,UMAP,9.405117988586426,2.7770276069641118,1011708,0.8749813347000267,335126
Python,umap,UMAP,6.93794059753418,6.957285404205322,21133487,15.657731484913649,1764495
R,umap,UMAP,11.34878921508789,2.520259380340576,522442,0.2597047993296653,128853
Ruby,umap,UMAP,8.198634147644043,7.421846389770508,6596943,6.965023084072817,935659
Rust,umap,UMAP,9.71635913848877,2.012552499771118,1194876,0.7724694205232586,83974
Scala,umap,UMAP,9.860474586486816,2.6808698177337646,1646220,1.2699100644906045,122243
Swift,umap,UMAP,9.68794059753418,3.4154417514801025,1443391,0.7509469530150464,142016
TypeScript,umap,UMAP,8.61104965209961,5.680168628692627,6146440,4.436318961247738,359881
C,trimap,TriMAP,37.67380905151367,0.4653442502021789,6095516,4.856861963340823,900690
C#,trimap,TriMAP,34.619625091552734,0.4198151528835296,16574065,8.462098866787409,362839
C++,trimap,TriMAP,39.12273025512695,0.4849230945110321,9930758,7.382190664480297,826958
Dart,trimap,TriMAP,-38.35403060913086,-0.5905149579048157,378103,0.295761517822908,20470
Go,trimap,TriMAP,21.498214721679688,0.2395078837871551,6039562,4.102650354305577,317241
Haskell,trimap,TriMAP,-35.64955520629883,-0.5527211427688599,609654,0.4910525629537782,65509
Java,trimap,TriMAP,40.871829986572266,0.5081590414047241,16106230,11.910417960102818,961606
JavaScript,trimap,TriMAP,42.56040954589844,0.5303877592086792,35828850,21.45866269232887,2643812
Julia,trimap,TriMAP,-38.88114547729492,-0.5978336334228516,176000,0.0916778464083119,18514
Kotlin,trimap,TriMAP,-30.592435836791992,-0.4826049208641052,1082614,0.7790707868331034,104799
Lua,trimap,TriMAP,-37.17610168457031,-0.5740595459938049,765927,0.4571776687658836,157796
Objective-C,trimap,TriMAP,-33.291542053222656,-0.5200745463371277,1163558,0.8704981714123565,345410
PHP,trimap,TriMAP,38.86851119995117,0.481401264667511,10050888,7.854792842165062,738072
Perl,trimap,TriMAP,-33.958457946777344,-0.5292481184005737,1011708,0.8749813347000267,335126
Python,trimap,TriMAP,41.692012786865234,0.5189365148544312,21133487,15.657731484913649,1764495
R,trimap,TriMAP,-38.66464614868164,-0.594800591468811,522442,0.2597047993296653,128853
Ruby,trimap,TriMAP,38.36046600341797,0.474511057138443,6596943,6.965023084072817,935659
Rust,trimap,TriMAP,-31.65546226501465,-0.4973213970661163,1194876,0.7724694205232586,83974
Scala,trimap,TriMAP,-24.372488021850582,-0.3963627517223358,1646220,1.2699100644906045,122243
Swift,trimap,TriMAP,-32.477806091308594,-0.5087616443634033,1443391,0.7509469530150464,142016
TypeScript,trimap,TriMAP,20.358850479125977,0.2236764729022979,6146440,4.436318961247738,359881
C,pacmap,PaCMAP,13.285567283630373,-0.5430974364280701,6095516,4.856861963340823,900690
C#,pacmap,PaCMAP,13.388446807861328,-1.4588032960891724,16574065,8.462098866787409,362839
C++,pacmap,PaCMAP,13.220342636108398,0.0273283440619707,9930758,7.382190664480297,826958
Dart,pacmap,PaCMAP,-13.004242897033691,0.1734613925218582,378103,0.295761517822908,20470
Go,pacmap,PaCMAP,13.334181785583496,-0.976685106754303,6039562,4.102650354305577,317241
Haskell,pacmap,PaCMAP,-13.002506256103516,0.173352912068367,609654,0.4910525629537782,65509
Java,pacmap,PaCMAP,13.153790473937988,0.6146732568740845,16106230,11.910417960102818,961606
JavaScript,pacmap,PaCMAP,13.073444366455078,1.3123083114624023,35828850,21.45866269232887,2643812
Julia,pacmap,PaCMAP,-13.21458911895752,0.1782990396022796,176000,0.0916778464083119,18514
Kotlin,pacmap,PaCMAP,-10.685843467712402,0.1198417618870735,1082614,0.7790707868331034,104799
Lua,pacmap,PaCMAP,-12.424712181091309,0.1599930971860885,765927,0.4571776687658836,157796
Objective-C,pacmap,PaCMAP,-11.99130630493164,0.1498603969812393,1163558,0.8704981714123565,345410
PHP,pacmap,PaCMAP,13.220457077026367,0.027329109609127,10050888,7.854792842165062,738072
Perl,pacmap,PaCMAP,-10.72772216796875,0.1207461133599281,1011708,0.8749813347000267,335126
Python,pacmap,PaCMAP,13.121441841125488,0.8922470808029175,21133487,15.657731484913649,1764495
R,pacmap,PaCMAP,-12.882312774658203,0.1705809384584427,522442,0.2597047993296653,128853
Ruby,pacmap,PaCMAP,13.20514678955078,0.1602008491754531,6596943,6.965023084072817,935659
Rust,pacmap,PaCMAP,-10.624032974243164,0.1183941811323165,1194876,0.7724694205232586,83974
Scala,pacmap,PaCMAP,-10.694493293762209,0.119967870414257,1646220,1.2699100644906045,122243
Swift,pacmap,PaCMAP,-11.24973487854004,0.132827952504158,1443391,0.7509469530150464,142016
TypeScript,pacmap,PaCMAP,13.37653923034668,-1.3521103858947754,6146440,4.436318961247738,359881
C,opentsne,OpenTSNE (t-SNE / FIt-SNE class),11.906174300297977,1.2082566086748807,6095516,4.856861963340823,900690
C#,opentsne,OpenTSNE (t-SNE / FIt-SNE class),10.379096738064565,-2.1417057062031533,16574065,8.462098866787409,362839
C++,opentsne,OpenTSNE (t-SNE / FIt-SNE class),13.308787902420638,-0.27729338990444,9930758,7.382190664480297,826958
Dart,opentsne,OpenTSNE (t-SNE / FIt-SNE class),-14.953969002116116,-1.170934942053942,378103,0.295761517822908,20470
Go,opentsne,OpenTSNE (t-SNE / FIt-SNE class),8.641049199563076,0.0242465158021348,6039562,4.102650354305577,317241
Haskell,opentsne,OpenTSNE (t-SNE / FIt-SNE class),-12.76732285914314,2.482134618035325,609654,0.4910525629537782,65509
Java,opentsne,OpenTSNE (t-SNE / FIt-SNE class),15.604478899860831,-0.7548480809134044,16106230,11.910417960102818,961606
JavaScript,opentsne,OpenTSNE (t-SNE / FIt-SNE class),17.605573591049435,-2.1548873721057817,35828850,21.45866269232887,2643812
Julia,opentsne,OpenTSNE (t-SNE / FIt-SNE class),-16.450733011469378,0.2148217969007453,176000,0.0916778464083119,18514
Kotlin,opentsne,OpenTSNE (t-SNE / FIt-SNE class),-8.951193583051111,-2.8091992379296777,1082614,0.7790707868331034,104799
Lua,opentsne,OpenTSNE (t-SNE / FIt-SNE class),-13.122531260050494,0.6325804483134253,765927,0.4571776687658836,157796
Objective-C,opentsne,OpenTSNE (t-SNE / FIt-SNE class),-10.851453792167266,3.2666372434520343,1163558,0.8704981714123565,345410
PHP,opentsne,OpenTSNE (t-SNE / FIt-SNE class),14.447122034984025,1.087018883988422,10050888,7.854792842165062,738072
Perl,opentsne,OpenTSNE (t-SNE / FIt-SNE class),-9.331821403253873,1.702725368067278,1011708,0.8749813347000267,335126
Python,opentsne,OpenTSNE (t-SNE / FIt-SNE class),17.29508565112753,-0.3518048364498827,21133487,15.657731484913649,1764495
R,opentsne,OpenTSNE (t-SNE / FIt-SNE class),-14.84537230725406,0.9113889483660332,522442,0.2597047993296653,128853
Ruby,opentsne,OpenTSNE (t-SNE / FIt-SNE class),13.19413090585373,2.4060888565057312,6596943,6.965023084072817,935659
Rust,opentsne,OpenTSNE (t-SNE / FIt-SNE class),-9.87464003439679,-1.631016667190706,1194876,0.7724694205232586,83974
Scala,opentsne,OpenTSNE (t-SNE / FIt-SNE class),-7.893924435449204,0.8286271423282351,1646220,1.2699100644906045,122243
Swift,opentsne,OpenTSNE (t-SNE / FIt-SNE class),-11.187675445313108,-2.5955241219112843,1443391,0.7509469530150464,142016
TypeScript,opentsne,OpenTSNE (t-SNE / FIt-SNE class),7.849137910442734,-0.8773120757719721,6146440,4.436318961247738,359881
