month,language,push_events,unique_actors,events_per_actor,actor_rank
2012-10,Ruby,20445,8357,2.446452076103865,5
2012-10,TypeScript,1458,641,2.2745709828393137,9
2012-11,C#,16261,6026,2.698473282442748,6
2012-11,C++,13850,5656,2.448727015558698,7
2012-11,Go,4798,2105,2.279334916864608,8
2012-11,Java,39676,14976,2.649305555555556,2
2012-11,JavaScript,52577,18356,2.864295053388538,1
2012-11,PHP,23874,9743,2.450374627938007,4
2012-11,Python,34143,13814,2.47162299116838,3
2012-11,Ruby,20544,7723,2.6601061763563383,5
2012-11,TypeScript,2233,909,2.4565456545654567,9
2012-12,C#,17575,7535,2.332448573324485,5
2012-12,C++,15499,6375,2.43121568627451,7
2012-12,Go,5616,2286,2.456692913385827,8
2012-12,Java,39679,16801,2.3617046604368785,2
2012-12,JavaScript,51996,18262,2.8472237432920817,1
2012-12,PHP,26011,9756,2.6661541615416158,4
2012-12,Python,37676,15863,2.3750866796948875,3
2012-12,Ruby,20234,7250,2.790896551724138,6
2012-12,TypeScript,3172,1518,2.089591567852437,9
2013-01,C#,17793,7190,2.4746870653685678,6
2013-01,C++,15970,6701,2.3832263841217727,7
2013-01,Go,6324,2465,2.56551724137931,8
2013-01,Java,42733,15902,2.6872720412526725,3
2013-01,JavaScript,51681,17141,3.015051630593314,1
2013-01,PHP,25780,9916,2.599838644614764,4
2013-01,Python,41003,16311,2.513825026056036,2
2013-01,Ruby,22687,9563,2.3723726863954826,5
2013-01,TypeScript,4108,1717,2.392545136866628,9
2013-02,C#,18072,6312,2.8631178707224336,7
2013-02,C++,16823,6558,2.565263799939006,6
2013-02,Go,6442,2666,2.41635408852213,8
2013-02,Java,44525,20658,2.155339335850518,2
2013-02,JavaScript,57882,21500,2.692186046511628,1
2013-02,PHP,25641,11316,2.2659066808059385,4
2013-02,Python,42401,18640,2.2747317596566523,3
2013-02,Ruby,22075,8590,2.569848661233993,5
2013-02,TypeScript,5109,2203,2.3191103041307306,9
2013-03,C#,19127,7590,2.520026350461133,6
2013-03,C++,17192,6771,2.539063653817752,7
2013-03,Go,7205,2634,2.73538344722855,8
2013-03,Java,46218,18241,2.533742667616907,2
2013-03,JavaScript,56463,20374,2.7713262000588985,1
2013-03,PHP,30246,12822,2.358914365933552,4
2013-03,Python,42975,15854,2.7106723855178503,3
2013-03,Ruby,23697,9689,2.44576323666013,5
2013-03,TypeScript,6026,2301,2.6188613646240766,9
2013-04,C#,19776,7588,2.606220347917765,6
2013-04,C++,18763,7218,2.599473538376281,7
2013-04,Go,7436,2907,2.5579635362917097,9
2013-04,Java,46493,17674,2.630587303383501,3
2013-04,JavaScript,60390,21864,2.7620746432491767,1
2013-04,PHP,28026,11014,2.5445796259306337,4
2013-04,Python,46344,18716,2.476170121820902,2
2013-04,Ruby,23478,9087,2.5836909871244638,5
2013-04,TypeScript,7087,3151,2.2491272611869246,8
2013-05,C#,19224,7603,2.5284756017361567,6
2013-05,C++,16864,7387,2.282929470691756,7
2013-05,Go,8061,3237,2.4902687673772013,8
2013-05,Java,48209,19267,2.5021539419733223,2
2013-05,JavaScript,66705,22915,2.910975343661357,1
2013-05,PHP,29743,12576,2.3650604325699747,4
2013-05,Python,44738,18068,2.4760903254372373,3
2013-05,Ruby,23682,9326,2.539352348273644,5
2013-05,TypeScript,7243,2917,2.483030510798766,9
2013-06,C#,20439,8822,2.3168215824076173,6
2013-06,C++,18470,7279,2.5374364610523426,7
2013-06,Go,8046,2901,2.773526370217166,9
2013-06,Java,52710,20001,2.6353682315884206,2
2013-06,JavaScript,64567,24610,2.6236082893132875,1
2013-06,PHP,29553,12805,2.307926591175322,4
2013-06,Python,43637,18378,2.37441506148656,3
2013-06,Ruby,23111,10261,2.2523145892213234,5
2013-06,TypeScript,8745,3310,2.6419939577039275,8
2013-07,C#,19405,7653,2.5356069515222788,7
2013-07,C++,18688,8173,2.28655328520739,6
2013-07,Go,9003,3507,2.5671514114627887,9
2013-07,Java,51749,19304,2.680739743058433,3
2013-07,JavaScript,64295,22424,2.8672404566535854,1
2013-07,PHP,29175,12642,2.3077835785476983,4
2013-07,Python,45972,20457,2.247250329960405,2
2013-07,Ruby,25452,10698,2.3791362871564776,5
2013-07,TypeScript,9128,4066,2.2449581898671918,8
2013-08,C#,20422,8372,2.4393215480172,6
2013-08,C++,18250,8259,2.209710618718973,7
2013-08,Go,9588,3908,2.4534288638689867,8
2013-08,Java,48514,17072,2.8417291471415185,3
2013-08,JavaScript,67762,25629,2.643958016309649,1
2013-08,PHP,30266,12245,2.471702735810535,4
2013-08,Python,47833,22371,2.1381699521702204,2
2013-08,Ruby,23358,9506,2.457184935830002,5
2013-08,TypeScript,10266,3689,2.782867985904039,9
2013-09,C#,21657,9277,2.3344831303223024,6
2013-09,C++,20049,7746,2.588303640588691,7
2013-09,Go,9991,3921,2.548074470798266,8
2013-09,Java,51287,19925,2.5740025094102887,2
2013-09,JavaScript,64180,23411,2.7414463286489257,1
2013-09,PHP,29876,11824,2.526725304465494,4
2013-09,Python,49882,17961,2.777239574633929,3
2013-09,Ruby,23801,10044,2.369673436877738,5
2013-09,TypeScript,9901,3735,2.6508701472556893,9
2013-10,C#,21047,8016,2.62562375249501,6
2013-10,C++,18921,7413,2.5524079320113318,7
2013-10,Go,10568,3698,2.857760951865873,9
2013-10,Java,48597,19494,2.492920898738073,3
2013-10,JavaScript,73067,25042,2.917778132737002,1
2013-10,PHP,29201,11414,2.558349395479236,4
2013-10,Python,50659,19937,2.540954005116116,2
2013-10,Ruby,23253,9072,2.563161375661376,5
2013-10,TypeScript,11601,5267,2.202582115056009,8
2013-11,C#,21147,8875,2.3827605633802817,6
2013-11,C++,18736,8706,2.1520790259591087,7
2013-11,Go,10587,4494,2.355807743658211,9
2013-11,Java,52827,23351,2.2623014003682926,2
2013-11,JavaScript,68221,24689,2.763214386973956,1
2013-11,PHP,32760,13264,2.46984318455971,4
2013-11,Python,53198,20129,2.6428535943166573,3
2013-11,Ruby,25342,10725,2.3628904428904427,5
2013-11,TypeScript,12792,5620,2.276156583629893,8
2013-12,C#,23572,10404,2.265667051134179,6
2013-12,C++,19299,7414,2.603048287024548,7
2013-12,Go,11404,4659,2.447735565572011,9
2013-12,Java,51877,20198,2.568422616100604,3
2013-12,JavaScript,74744,28261,2.644775485651605,1
2013-12,PHP,31996,12872,2.485705407085146,4
2013-12,Python,53852,21556,2.4982371497494897,2
2013-12,Ruby,26183,11157,2.3467778076543877,5
2013-12,TypeScript,13648,6154,2.2177445563860902,8
2014-01,C#,25358,9674,2.621252842671077,6
2014-01,C++,21591,9566,2.257056240853021,7
2014-01,Go,13510,6246,2.162984309958373,8
2014-01,Java,53998,20580,2.623809523809524,3
2014-01,JavaScript,78663,28379,2.771873568483738,1
2014-01,PHP,32546,12152,2.678242264647795,4
2014-01,Python,52680,20726,2.541735018816945,2
2014-01,Ruby,25749,9715,2.6504374678332474,5
2014-01,TypeScript,14927,5931,2.516776260327095,9
2014-02,C#,26592,10243,2.596114419603632,6
2014-02,C++,22639,8821,2.5664890601972568,7
2014-02,Go,13908,5175,2.687536231884058,9
2014-02,Java,59602,24210,2.461875258157786,2
2014-02,JavaScript,74386,24247,3.0678434445498413,1
2014-02,PHP,34979,13396,2.6111525828605555,4
2014-02,Python,55276,20699,2.6704671723271654,3
2014-02,Ruby,26708,10290,2.5955296404276,5
2014-02,TypeScript,17646,6979,2.528442470267947,8
2014-03,C#,24480,10622,2.3046507249105628,6
2014-03,C++,21349,8565,2.4925861062463515,7
2014-03,Go,15839,6366,2.4880615771284957,9
2014-03,Java,55837,20994,2.659664666095075,3
2014-03,JavaScript,80380,28398,2.8304810197901262,1
2014-03,PHP,36944,14025,2.6341532976827096,4
2014-03,Python,60647,25962,2.3359910638625685,2
2014-03,Ruby,29713,10728,2.769668158090977,5
2014-03,TypeScript,18183,7547,2.4093017092884588,8
2014-04,C#,24878,10482,2.3734020225147874,6
2014-04,C++,23170,9912,2.3375706214689265,7
2014-04,Go,15438,6050,2.5517355371900825,9
2014-04,Java,62122,22558,2.7538788899725155,3
2014-04,JavaScript,81730,27711,2.949370286167948,1
2014-04,PHP,36594,13588,2.6931115690314984,4
2014-04,Python,62239,23407,2.6589909001580723,2
2014-04,Ruby,27066,10585,2.55701464336325,5
2014-04,TypeScript,19590,8142,2.406042741341194,8
2014-05,C#,26570,9783,2.715935807012164,7
2014-05,C++,23387,10055,2.325907508702138,6
2014-05,Go,16306,7471,2.182572614107884,9
2014-05,Java,59487,24489,2.42913144677202,2
2014-05,JavaScript,87299,30775,2.836685621445979,1
2014-05,PHP,35157,14038,2.5044165835589114,4
2014-05,Python,61817,24328,2.5409815850049324,3
2014-05,Ruby,28791,12964,2.220842332613391,5
2014-05,TypeScript,20745,8911,2.328021546403322,8
2014-06,C#,26899,9735,2.7631227529532616,7
2014-06,C++,25139,10112,2.486056170886076,6
2014-06,Go,16618,6595,2.519787717968158,9
2014-06,Java,65539,22711,2.88578222006957,3
2014-06,JavaScript,85012,27640,3.075687409551375,1
2014-06,PHP,34578,11615,2.9770124838570813,4
2014-06,Python,62141,25367,2.449678716442622,2
2014-06,Ruby,27887,10915,2.554924415941365,5
2014-06,TypeScript,19951,8294,2.4054738365083197,8
2014-07,C#,25738,10243,2.512740408083569,6
2014-07,C++,24198,10099,2.3960788196851173,7
2014-07,Go,17927,6830,2.624743777452416,9
2014-07,Java,63920,26815,2.3837404437814658,2
2014-07,JavaScript,88072,30369,2.9000625637986106,1
2014-07,PHP,35031,14363,2.438975144468426,4
2014-07,Python,60503,25716,2.3527375952714262,3
2014-07,Ruby,28088,12219,2.2987151158032573,5
2014-07,TypeScript,22877,9567,2.391240723319745,8
2014-08,C#,27664,11842,2.3360918763722345,5
2014-08,C++,23903,9398,2.5434134922323897,8
2014-08,Go,17701,6588,2.68685488767456,9
2014-08,Java,63335,26028,2.4333410173659136,2
2014-08,JavaScript,85935,30324,2.8338939453897902,1
2014-08,PHP,35640,16773,2.1248434984797,4
2014-08,Python,64332,24348,2.642188270083785,3
2014-08,Ruby,26076,10707,2.435416082936397,7
2014-08,TypeScript,24144,10855,2.2242284661446337,6
2014-09,C#,27338,9732,2.809083436087135,7
2014-09,C++,23917,9697,2.466432917397133,8
2014-09,Go,21089,9135,2.3085933223864257,9
2014-09,Java,62016,21850,2.838260869565217,3
2014-09,JavaScript,83926,29809,2.8154584185984097,1
2014-09,PHP,34917,14930,2.338713998660415,4
2014-09,Python,64278,25940,2.477949113338473,2
2014-09,Ruby,27701,11034,2.5105129599419973,6
2014-09,Swift,642,268,2.3955223880597014,10
2014-09,TypeScript,26607,11534,2.306831975030345,5
2014-10,C#,27600,10772,2.562198291867805,7
2014-10,C++,24822,10069,2.4651901877048368,8
2014-10,Go,20787,8277,2.511417180137731,9
2014-10,Java,59670,20702,2.8823302096415806,3
2014-10,JavaScript,88221,32502,2.714325272290936,1
2014-10,PHP,32367,12607,2.5673831998096297,4
2014-10,Python,66649,26928,2.475081699346405,2
2014-10,Ruby,28878,11547,2.5009093270979474,6
2014-10,Swift,958,358,2.6759776536312847,10
2014-10,TypeScript,28747,12106,2.3746076325788863,5
2014-11,C#,26303,13469,1.9528547033929764,5
2014-11,C++,24483,10922,2.241622413477385,7
2014-11,Go,21952,8549,2.5677857059305182,9
2014-11,Java,62816,29075,2.160481513327601,2
2014-11,JavaScript,92620,33721,2.7466563862281665,1
2014-11,PHP,36234,15580,2.325673940949936,4
2014-11,Python,67011,26274,2.550468143411738,3
2014-11,Ruby,27511,10697,2.5718425726839302,8
2014-11,Swift,1320,551,2.395644283121597,10
2014-11,TypeScript,27881,11345,2.457558395769061,6
2014-12,C#,27470,11058,2.4841743534092964,7
2014-12,C++,25895,10221,2.533509441346248,8
2014-12,Go,22615,8723,2.592571363063166,9
2014-12,Java,68866,26434,2.6052054172656427,2
2014-12,JavaScript,93249,34682,2.6886857736001386,1
2014-12,PHP,35611,15193,2.3439083788586847,4
2014-12,Python,67047,25409,2.6387106930615136,3
2014-12,Ruby,26709,11365,2.350109986801584,6
2014-12,Swift,1681,630,2.668253968253968,10
2014-12,TypeScript,31345,13295,2.3576532531026704,5
2015-01,C#,27091,10044,2.697232178414974,8
2015-01,C++,26246,10567,2.483770228068515,7
2015-01,Go,25471,9977,2.552971835221008,9
2015-01,Java,68443,24254,2.821926280201204,3
2015-01,JavaScript,91975,33720,2.727609727164887,1
2015-01,PHP,38938,15462,2.5183029362307594,4
2015-01,Python,69023,26238,2.630650201997104,2
2015-01,Ruby,29895,11432,2.615027991602519,6
2015-01,Swift,2171,861,2.521486643437863,10
2015-01,TypeScript,35459,13284,2.6693014152363745,5
2015-02,C#,30181,12860,2.3468895800933125,6
2015-02,C++,26678,10637,2.5080379806336373,8
2015-02,Go,25737,10466,2.4591056755207337,9
2015-02,Java,66770,28391,2.3518016272762496,3
2015-02,JavaScript,98320,32595,3.0164135603620186,1
2015-02,PHP,37916,14622,2.5930789221720696,5
2015-02,Python,74227,30610,2.4249264946096045,2
2015-02,Ruby,30652,12513,2.449612403100775,7
2015-02,Swift,2512,984,2.5528455284552845,10
2015-02,TypeScript,36214,16143,2.243325280307254,4
2015-03,C#,29985,12409,2.4163913288742043,7
2015-03,C++,25324,9662,2.620989443179466,9
2015-03,Go,26206,10072,2.60186656076251,8
2015-03,Java,72757,27985,2.59985706628551,3
2015-03,JavaScript,99593,34667,2.872847376467534,1
2015-03,PHP,41038,15508,2.64624709827186,4
2015-03,Python,77668,32083,2.420845930866814,2
2015-03,Ruby,30530,12954,2.35680098811178,6
2015-03,Swift,3069,1178,2.6052631578947367,10
2015-03,TypeScript,36068,14155,2.548074885199576,5
2015-04,C#,32314,12589,2.566844070220033,6
2015-04,C++,27625,11152,2.477134146341464,8
2015-04,Go,27570,10143,2.718130730553091,9
2015-04,Java,71017,26681,2.6617068325774897,3
2015-04,JavaScript,103073,34121,3.020808299873978,1
2015-04,PHP,40033,14994,2.669934640522876,5
2015-04,Python,76423,30296,2.5225442302614205,2
2015-04,Ruby,29832,12268,2.4316922073687643,7
2015-04,Swift,3469,1443,2.404019404019404,10
2015-04,TypeScript,41062,16983,2.417829594300182,4
2015-05,C#,31639,12771,2.477409756479524,6
2015-05,C++,28512,11116,2.564951421374595,8
2015-05,Go,25939,10337,2.509335397117152,9
2015-05,Java,74705,26535,2.8153382325230827,3
2015-05,JavaScript,103663,32179,3.221448770937568,1
2015-05,PHP,37492,15373,2.4388213100891174,5
2015-05,Python,75342,31236,2.4120245870149826,2
2015-05,Ruby,30780,12230,2.51676206050695,7
2015-05,Rust,770,407,1.891891891891892,11
2015-05,Swift,4309,1899,2.2690889942074777,10
2015-05,TypeScript,45941,18854,2.4366712633923835,4
2015-06,C#,32257,13812,2.335432956849117,6
2015-06,C++,28400,10901,2.605265571965875,9
2015-06,Go,26018,11328,2.2967867231638417,8
2015-06,Java,70053,26044,2.689794194440178,3
2015-06,JavaScript,106174,35754,2.9695698383397664,1
2015-06,PHP,41392,15355,2.695669163139043,5
2015-06,Python,76520,29520,2.592140921409214,2
2015-06,Ruby,31718,13322,2.380873742681279,7
2015-06,Rust,1254,563,2.2273534635879217,11
2015-06,Swift,4650,1707,2.724077328646749,10
2015-06,TypeScript,44115,17803,2.4779531539628152,4
2015-07,C#,31955,12857,2.485416504627829,7
2015-07,C++,29976,12168,2.4635108481262327,9
2015-07,Go,26944,12329,2.185416497688377,8
2015-07,Java,71963,28116,2.559503485559824,3
2015-07,JavaScript,105476,38152,2.764625707695534,1
2015-07,PHP,37718,15329,2.4605649422662927,5
2015-07,Python,75728,30629,2.4724280910248457,2
2015-07,Ruby,30872,13048,2.366033108522379,6
2015-07,Rust,1745,873,1.9988545246277205,11
2015-07,Swift,4777,1764,2.7080498866213154,10
2015-07,TypeScript,46834,17569,2.665718026068644,4
2015-08,C#,31191,12340,2.5276337115072933,6
2015-08,C++,28097,10625,2.644423529411765,9
2015-08,Go,28989,11408,2.541111500701262,7
2015-08,Java,71198,25863,2.752890229285079,3
2015-08,JavaScript,105050,36590,2.8710030062858705,1
2015-08,PHP,35383,13584,2.604755594817432,5
2015-08,Python,82962,33967,2.442429416786881,2
2015-08,Ruby,27008,11179,2.415958493604079,8
2015-08,Rust,2100,992,2.1169354838709675,11
2015-08,Swift,5399,2159,2.5006947660954144,10
2015-08,TypeScript,47823,18720,2.554647435897436,4
2015-09,C#,31615,13451,2.350382871161995,6
2015-09,C++,28498,11457,2.487387623287073,9
2015-09,Go,26369,11667,2.2601354247021512,8
2015-09,Java,68551,29627,2.3138015998919905,3
2015-09,JavaScript,115574,42096,2.745486507031547,1
2015-09,PHP,37856,15008,2.5223880597014925,5
2015-09,Python,74304,31922,2.327673704655097,2
2015-09,Ruby,28983,12148,2.3858248271320384,7
2015-09,Rust,2959,1373,2.1551347414420974,11
2015-09,Swift,5727,2234,2.563563115487914,10
2015-09,TypeScript,47680,20012,2.382570457725365,4
2015-10,C#,31713,13694,2.3158317511318827,6
2015-10,C++,27013,11441,2.361069836552749,8
2015-10,Go,27641,10151,2.722982957344104,9
2015-10,Java,69438,24026,2.890119037709149,3
2015-10,JavaScript,102326,37054,2.7615372159550926,1
2015-10,PHP,39698,17247,2.301733634835044,5
2015-10,Python,85207,32614,2.612589685411173,2
2015-10,Ruby,30085,12849,2.3414273484317847,7
2015-10,Rust,3119,1538,2.027958387516255,11
2015-10,Swift,6463,2521,2.563665212217374,10
2015-10,TypeScript,51572,19142,2.6941803364329746,4
2015-11,C#,31128,11534,2.698803537367782,8
2015-11,C++,31918,12801,2.4933989532067806,6
2015-11,Go,29054,10786,2.6936769886890413,9
2015-11,Java,71005,31382,2.262602765916768,3
2015-11,JavaScript,108840,41969,2.593342705330125,1
2015-11,PHP,38600,14747,2.6174815216654235,5
2015-11,Python,82629,37079,2.228458156908223,2
2015-11,Ruby,31062,12125,2.561814432989691,7
2015-11,Rust,3656,1860,1.9655913978494624,11
2015-11,Swift,6094,2363,2.578925095217943,10
2015-11,TypeScript,50398,22694,2.2207631973208777,4
2015-12,C#,31924,11598,2.7525435419899984,8
2015-12,C++,28347,11711,2.420544786952438,7
2015-12,Go,27891,10498,2.656791769860926,9
2015-12,Java,75672,27107,2.7916036448149923,3
2015-12,JavaScript,113230,39142,2.892800572275305,1
2015-12,PHP,40301,16529,2.438199528102124,5
2015-12,Python,84601,30957,2.732855250831799,2
2015-12,Ruby,30282,12063,2.510320815717483,6
2015-12,Rust,4097,2240,1.8290178571428573,11
2015-12,Swift,7506,3033,2.4747774480712166,10
2015-12,TypeScript,54252,24114,2.249813386414531,4
2016-01,C#,34129,13746,2.482831369125564,6
2016-01,C++,29917,12598,2.374742022543261,7
2016-01,Go,29544,11366,2.599331339081471,9
2016-01,Java,81408,32139,2.5329972930084943,3
2016-01,JavaScript,106103,37697,2.81462715865984,1
2016-01,PHP,40848,15777,2.589085377448184,5
2016-01,Python,93216,35587,2.6193834827324585,2
2016-01,Ruby,31937,12295,2.597559983733225,8
2016-01,Rust,5236,2246,2.3312555654496885,11
2016-01,Swift,8399,3090,2.7181229773462783,10
2016-01,TypeScript,53357,22301,2.392583292229048,4
2016-02,C#,33863,12091,2.800678190389546,9
2016-02,C++,33934,12933,2.6238305110956466,6
2016-02,Go,31592,12509,2.525541610040771,8
2016-02,Java,76923,32037,2.401067515684989,3
2016-02,JavaScript,113956,40567,2.8090812729558507,1
2016-02,Kotlin,812,319,2.5454545454545454,12
2016-02,PHP,43776,17934,2.440950150552024,5
2016-02,Python,93333,36780,2.537601957585645,2
2016-02,Ruby,31284,12852,2.434173669467787,7
2016-02,Rust,5088,2857,1.7808890444522223,11
