period,language,avg_share_pct,avg_push_events,avg_unique_actors
2012-Q1,JavaScript,17.047,61325.68237390064,8992.0
2012-Q1,Julia,0.0007,2.591247642099897,18.0
2012-Q1,Kotlin,0.084,302.06346266548013,69.0
2012-Q1,Lua,0.5193,1868.0947416433617,491.0
2012-Q1,Objective-C,2.0981,7547.773150351114,1924.0
2012-Q1,PHP,10.9037,39225.3804251284,3503.0
2012-Q1,Perl,1.1654,4192.5785953346685,2551.0
2012-Q1,Python,16.6438,59875.32053550964,6600.0
2012-Q1,R,0.0647,232.8649417886116,284.0
2012-Q1,Ruby,15.6593,56333.3237994776,6068.0
2012-Q1,Rust,0.1027,369.5920016295162,119.0
2012-Q1,Scala,1.373,4939.17668894806,444.0
2012-Q1,Swift,0.0368,132.53236443617658,79.0
2012-Q1,TypeScript,0.3985,1433.434535330228,200.0
2012-Q2,C,5.5616,9970.02421822015,0.0
2012-Q2,C#,1.7599,3154.901198035217,0.0
2012-Q2,C++,8.0999,14520.321936213197,0.0
2012-Q2,Dart,0.0165,29.58790849380545,0.0
2012-Q2,Go,0.2352,421.7094400276324,0.0
2012-Q2,Haskell,0.6938,1243.7231900299023,0.0
2012-Q2,Java,13.8607,24847.375116796127,0.0
2012-Q2,JavaScript,18.9016,33883.93049806474,0.0
2012-Q2,Julia,0.0004,0.6297076255690983,0.0
2012-Q2,Kotlin,0.053,95.0464185039393,0.0
2012-Q2,Lua,0.3446,617.7941057901709,0.0
2012-Q2,Objective-C,1.3662,2449.191366298805,0.0
2012-Q2,PHP,12.4057,22239.104085446183,0.0
2012-Q2,Perl,1.1126,1994.5193202583791,0.0
2012-Q2,Python,17.5488,31458.73811677165,0.0
2012-Q2,R,0.027,48.48007162168298,0.0
2012-Q2,Ruby,15.9177,28534.74015588072,0.0
2012-Q2,Rust,0.012,21.517776036465595,0.0
2012-Q2,Scala,1.5871,2845.143215451953,0.0
2012-Q2,Swift,0.0111,19.918583028327348,0.0
2012-Q2,TypeScript,0.4843,868.2625779047767,0.0
2012-Q3,C,5.0758,10685.487415803404,0.0
2012-Q3,C#,1.8285,3849.263160090266,0.0
2012-Q3,C++,7.8846,16598.538800378417,0.0
2012-Q3,Dart,0.009,18.85953907722437,0.0
2012-Q3,Go,0.4356,916.9369782177268,0.0
2012-Q3,Haskell,0.6085,1280.9264339890942,0.0
2012-Q3,Java,13.9001,29262.27655135856,0.0
2012-Q3,JavaScript,19.5848,41229.48832054902,0.0
2012-Q3,Julia,0.0002,0.4949199420856813,0.0
2012-Q3,Kotlin,0.1068,224.7695277338485,0.0
2012-Q3,Lua,0.4789,1008.1466788548184,0.0
2012-Q3,Objective-C,1.2492,2629.8708851981805,0.0
2012-Q3,PHP,12.7528,26846.895554180013,0.0
2012-Q3,Perl,0.9838,2071.094435583734,0.0
2012-Q3,Python,18.5626,39077.65567626791,0.0
2012-Q3,R,0.0283,59.51852791343876,0.0
2012-Q3,Ruby,14.6566,30854.708596379616,0.0
2012-Q3,Rust,0.043,90.57692260407212,0.0
2012-Q3,Scala,1.4241,2998.079251010482,0.0
2012-Q3,Swift,0.0256,53.85002305736144,0.0
2012-Q3,TypeScript,0.3613,760.6466159346759,0.0
2012-Q4,C,6.0709,14493.837041296683,0.0
2012-Q4,C#,1.4937,3566.089796360175,0.0
2012-Q4,C++,6.8007,16236.247396624236,0.0
2012-Q4,Dart,0.0412,98.38612080012264,0.0
2012-Q4,Go,0.6633,1583.5070971451332,0.0
2012-Q4,Haskell,0.5796,1383.8542370646612,0.0
2012-Q4,Java,15.661,37389.51708697072,0.0
2012-Q4,JavaScript,18.671,44575.67645541068,0.0
2012-Q4,Julia,0.0072,17.289697426202913,0.0
2012-Q4,Kotlin,0.1694,404.42857180381486,0.0
2012-Q4,Lua,0.2877,686.9336140179362,0.0
2012-Q4,Objective-C,1.4115,3369.7478615647155,0.0
2012-Q4,PHP,12.7779,30506.46139530504,0.0
2012-Q4,Perl,1.0583,2526.5491183528097,0.0
2012-Q4,Python,17.8004,42497.309518760194,0.0
2012-Q4,R,0.027,64.43159215443289,0.0
2012-Q4,Ruby,14.6288,34925.261878591205,0.0
2012-Q4,Rust,0.0169,40.327041027202526,0.0
2012-Q4,Scala,1.3006,3105.050987867455,0.0
2012-Q4,Swift,0.111,264.9062061203127,0.0
2012-Q4,TypeScript,0.4219,1007.2777227172209,0.0
2013-Q1,C,5.5309,18363.264028539903,0.0
2013-Q1,C#,1.9949,6623.237882128608,0.0
2013-Q1,C++,6.7541,22424.56492452359,0.0
2013-Q1,Dart,0.417,1384.3873682465885,0.0
2013-Q1,Go,0.6395,2123.312946966309,0.0
2013-Q1,Haskell,0.6495,2156.474864165031,0.0
2013-Q1,Java,17.3477,57596.33535795826,0.0
2013-Q1,JavaScript,18.5046,61437.539704457326,0.0
2013-Q1,Julia,0.0196,65.01052076850351,0.0
2013-Q1,Kotlin,0.1178,391.07918079630736,0.0
2013-Q1,Lua,0.242,803.5914717006658,0.0
2013-Q1,Objective-C,1.3118,4355.423195439422,0.0
2013-Q1,PHP,12.6377,41958.58856993288,0.0
2013-Q1,Perl,1.0563,3506.9299201754548,0.0
2013-Q1,Python,17.1841,57053.33107257984,0.0
2013-Q1,R,0.0459,152.40109174588676,0.0
2013-Q1,Ruby,13.7777,45743.606092174,0.0
2013-Q1,Rust,0.0148,49.19453174981842,0.0
2013-Q1,Scala,1.223,4060.481485265048,0.0
2013-Q1,Swift,0.0585,194.37250836700656,0.0
2013-Q1,TypeScript,0.4725,1568.7567499651773,0.0
2013-Q2,C,5.649,21081.36827367104,0.0
2013-Q2,C#,2.0756,7745.915659648512,0.0
2013-Q2,C++,7.1056,26516.99955388044,0.0
2013-Q2,Dart,0.1352,504.43801622427657,0.0
2013-Q2,Go,0.8523,3180.7863463250937,0.0
2013-Q2,Haskell,0.469,1750.415368760513,0.0
2013-Q2,Java,15.8941,59314.62424319644,0.0
2013-Q2,JavaScript,19.203,71663.0921994257,0.0
2013-Q2,Julia,0.0138,51.54606024058727,0.0
2013-Q2,Kotlin,0.1774,662.1662442639113,0.0
2013-Q2,Lua,0.2871,1071.251158468291,0.0
2013-Q2,Objective-C,1.2788,4772.307532496834,0.0
2013-Q2,PHP,12.8318,47886.37933783791,0.0
2013-Q2,Perl,1.2561,4687.433349927874,0.0
2013-Q2,Python,17.6508,65870.40123221988,0.0
2013-Q2,R,0.119,444.26049846957807,0.0
2013-Q2,Ruby,13.182,49193.53671571961,0.0
2013-Q2,Rust,0.0141,52.56765698689577,0.0
2013-Q2,Scala,1.2774,4767.100025687121,0.0
2013-Q2,Swift,0.0443,165.49343301672403,0.0
2013-Q2,TypeScript,0.4835,1804.2027760146664,0.0
2013-Q3,C,5.6159,26077.917003853763,0.0
2013-Q3,C#,2.0852,9682.74088793713,0.0
2013-Q3,C++,6.6333,30802.16381168584,0.0
2013-Q3,Dart,0.0748,347.17892182567664,0.0
2013-Q3,Go,0.9826,4562.667831472993,0.0
2013-Q3,Haskell,0.4318,2004.923334130836,0.0
2013-Q3,Java,16.0242,74409.36989045965,0.0
2013-Q3,JavaScript,20.6302,95797.87081102944,0.0
2013-Q3,Julia,0.0639,296.8057233911145,0.0
2013-Q3,Kotlin,0.2494,1158.1881892828924,0.0
2013-Q3,Lua,0.2621,1217.0305286201803,0.0
2013-Q3,Objective-C,1.5869,7368.697612659571,0.0
2013-Q3,PHP,12.107,56219.859756818216,0.0
2013-Q3,Perl,1.2318,5719.756929054764,0.0
2013-Q3,Python,17.5545,81515.7879984411,0.0
2013-Q3,R,0.1362,632.2529623576604,0.0
2013-Q3,Ruby,12.4148,57649.16008744953,0.0
2013-Q3,Rust,0.0218,101.22024966536137,0.0
2013-Q3,Scala,1.1526,5352.179123574821,0.0
2013-Q3,Swift,0.0782,363.0931415599034,0.0
2013-Q3,TypeScript,0.663,3078.7724762421262,0.0
2013-Q4,C,5.5506,30555.228662304064,0.0
2013-Q4,C#,2.2054,12140.313155650052,0.0
2013-Q4,C++,6.9142,38061.48705342339,0.0
2013-Q4,Dart,0.1685,927.5691510915916,0.0
2013-Q4,Go,1.3224,7279.654710418296,0.0
2013-Q4,Haskell,0.4104,2259.122363736649,0.0
2013-Q4,Java,16.7872,92410.6623625911,0.0
2013-Q4,JavaScript,21.3701,117639.04386244313,0.0
2013-Q4,Julia,0.0568,312.8745147793565,0.0
2013-Q4,Kotlin,0.2158,1187.9255486462785,0.0
2013-Q4,Lua,0.2062,1134.917307880231,0.0
2013-Q4,Objective-C,1.7771,9782.869248232892,0.0
2013-Q4,PHP,11.647,64114.71889438417,0.0
2013-Q4,Perl,0.9463,5209.245198476749,0.0
2013-Q4,Python,17.087,94061.4347714817,0.0
2013-Q4,R,0.1508,830.2027077563174,0.0
2013-Q4,Ruby,11.1316,61277.57169291194,0.0
2013-Q4,Rust,0.052,286.3225892651504,0.0
2013-Q4,Scala,1.2093,6657.149929424374,0.0
2013-Q4,Swift,0.1961,1079.405237959513,0.0
2013-Q4,TypeScript,0.5952,3276.376345118075,0.0
2014-Q1,C,5.5209,39482.57480805906,0.0
2014-Q1,C#,2.0877,14929.853096686567,0.0
2014-Q1,C++,6.5061,46528.378245306754,0.0
2014-Q1,Dart,0.1183,846.087117922056,0.0
2014-Q1,Go,1.4488,10361.252003721263,0.0
2014-Q1,Haskell,0.4106,2936.692990788524,0.0
2014-Q1,Java,16.8068,120193.13670086474,0.0
2014-Q1,JavaScript,22.0454,157656.67662774608,0.0
2014-Q1,Julia,0.0509,363.9517274356361,0.0
2014-Q1,Kotlin,0.3302,2361.4792182937,0.0
2014-Q1,Lua,0.2667,1907.2039290444168,0.0
2014-Q1,Objective-C,1.6693,11937.841804226013,0.0
2014-Q1,PHP,11.8874,85012.42080830486,0.0
2014-Q1,Perl,1.0343,7396.48960331068,0.0
2014-Q1,Python,17.112,122375.5527111762,0.0
2014-Q1,R,0.236,1687.7918336483192,0.0
2014-Q1,Ruby,10.3043,73691.0472914403,0.0
2014-Q1,Rust,0.069,493.2190464222968,0.0
2014-Q1,Scala,1.2637,9037.081929712638,0.0
2014-Q1,Swift,0.1088,778.2260515765719,0.0
2014-Q1,TypeScript,0.7227,5168.155966770545,0.0
2014-Q2,C,5.0589,41635.059511676285,0.0
2014-Q2,C#,2.3526,19361.83374625941,0.0
2014-Q2,C++,6.5182,53644.74770556327,0.0
2014-Q2,Dart,0.1122,923.611144398453,0.0
2014-Q2,Go,1.9179,15784.621003203298,0.0
2014-Q2,Haskell,0.6517,5363.236575340377,0.0
2014-Q2,Java,16.1539,132946.80736460857,0.0
2014-Q2,JavaScript,22.9368,188770.9528776632,0.0
2014-Q2,Julia,0.031,254.80197861678124,0.0
2014-Q2,Kotlin,0.3543,2915.5120103496315,0.0
2014-Q2,Lua,0.433,3563.833608864108,0.0
2014-Q2,Objective-C,1.5738,12952.68167276588,0.0
2014-Q2,PHP,11.6242,95667.63576031564,0.0
2014-Q2,Perl,0.9735,8012.312012252685,0.0
2014-Q2,Python,16.4864,135683.765091061,0.0
2014-Q2,R,0.3052,2511.4691454556328,0.0
2014-Q2,Ruby,10.013,82407.51153203641,0.0
2014-Q2,Rust,0.1682,1384.238934576016,0.0
2014-Q2,Scala,1.3789,11348.033263268057,0.0
2014-Q2,Swift,0.1348,1109.3385939110383,0.0
2014-Q2,TypeScript,0.8216,6761.616423226948,0.0
2014-Q3,C,5.0122,46659.704925456026,0.0
2014-Q3,C#,2.4811,23097.046740242906,0.0
2014-Q3,C++,6.5377,60861.17544957174,0.0
2014-Q3,Dart,0.1523,1417.407938280704,0.0
2014-Q3,Go,2.424,22565.66918174211,0.0
2014-Q3,Haskell,0.5871,5465.503803805225,0.0
2014-Q3,Java,15.3775,143153.0086865941,0.0
2014-Q3,JavaScript,23.807,221625.2743803649,0.0
2014-Q3,Julia,0.0714,665.1067976846334,0.0
2014-Q3,Kotlin,0.2945,2741.2936845903514,0.0
2014-Q3,Lua,0.5072,4721.930193951736,0.0
2014-Q3,Objective-C,1.4377,13384.316786112504,0.0
2014-Q3,PHP,11.2721,104934.68463408345,0.0
2014-Q3,Perl,0.8416,7834.216176674978,0.0
2014-Q3,Python,16.1097,149969.00897809697,0.0
2014-Q3,R,0.2161,2012.0273778416629,0.0
2014-Q3,Ruby,9.5626,89020.48805498413,0.0
2014-Q3,Rust,0.4122,3837.195130738845,0.0
2014-Q3,Scala,1.5783,14692.453211653186,0.0
2014-Q3,Swift,0.359,3342.3675523258144,0.0
2014-Q3,TypeScript,0.9587,8925.193904960623,0.0
2014-Q4,C,4.8566,50919.375597133934,0.0
2014-Q4,C#,2.7108,28421.58022911475,0.0
2014-Q4,C++,6.4126,67233.43191394644,0.0
2014-Q4,Dart,0.1031,1081.3078831885064,0.0
2014-Q4,Go,2.5942,27199.135122843152,0.0
2014-Q4,Haskell,0.5593,5864.240381145496,0.0
2014-Q4,Java,15.8985,166689.56008939398,0.0
2014-Q4,JavaScript,23.5514,246926.13740109856,0.0
2014-Q4,Julia,0.0797,835.1897418593197,0.0
2014-Q4,Kotlin,0.3801,3985.3518364464658,0.0
2014-Q4,Lua,0.4363,4574.655143410093,0.0
2014-Q4,Objective-C,1.3514,14168.709005527646,0.0
2014-Q4,PHP,11.5801,121412.19722406392,0.0
2014-Q4,Perl,0.791,8293.224517599383,0.0
2014-Q4,Python,15.7923,165575.58377550004,0.0
2014-Q4,R,0.2336,2449.246184285668,0.0
2014-Q4,Ruby,8.9364,93694.5319090765,0.0
2014-Q4,Rust,0.451,4728.423972575177,0.0
2014-Q4,Scala,1.5143,15877.054137859202,0.0
2014-Q4,Swift,0.4338,4548.352748444228,0.0
2014-Q4,TypeScript,1.3335,13981.160088361778,0.0
2015-Q1,C,5.7536,210802.44985798848,31759.0
2015-Q1,C#,4.0291,147622.22184952218,13384.0
2015-Q1,C++,7.3451,269114.33361713897,29990.0
2015-Q1,Dart,0.2133,7814.505441398637,556.0
2015-Q1,Go,3.3981,124501.77245311206,7238.0
2015-Q1,Haskell,0.9124,33429.0914570451,2803.0
2015-Q1,Java,14.0443,514562.8561198434,36703.0
2015-Q1,JavaScript,23.7312,869478.3101201181,96554.0
2015-Q1,Julia,0.1986,7275.311210912719,486.0
2015-Q1,Kotlin,0.1972,7224.424591635637,961.0
2015-Q1,Lua,0.723,26488.22935870731,4193.0
2015-Q1,Objective-C,1.605,58806.42507344197,14062.0
2015-Q1,PHP,10.2017,373775.0465696167,32170.0
2015-Q1,Perl,0.8158,29889.18441335128,12848.0
2015-Q1,Python,15.5016,567957.5280116968,55427.0
2015-Q1,R,0.4863,17818.109241856182,3933.0
2015-Q1,Ruby,7.1281,261162.3714671876,36540.0
2015-Q1,Rust,0.9228,33811.752598234976,1465.0
2015-Q1,Scala,1.2135,44461.68105073363,4310.0
2015-Q1,Swift,0.7138,26153.12966190308,2922.0
2015-Q1,TypeScript,0.8657,31718.179010016967,3438.0
2015-Q2,C,5.6879,236441.81509090096,36206.0
2015-Q2,C#,4.0161,166947.26076905208,15334.0
2015-Q2,C++,7.2762,302464.51798136765,34437.0
2015-Q2,Dart,0.2123,8823.115981060922,675.0
2015-Q2,Go,3.6964,153656.6068440295,8598.0
2015-Q2,Haskell,0.8528,35448.82889148199,3066.0
2015-Q2,Java,14.3181,595188.7597186762,42709.0
2015-Q2,JavaScript,23.9747,996608.1262859264,111604.0
2015-Q2,Julia,0.1972,8199.059559423664,617.0
2015-Q2,Kotlin,0.2087,8674.869329184769,1166.0
2015-Q2,Lua,0.6725,27955.18576111794,4823.0
2015-Q2,Objective-C,1.6926,70358.54249010977,16618.0
2015-Q2,PHP,9.6305,400331.0869045784,36179.0
2015-Q2,Perl,0.7351,30557.60880689713,13907.0
2015-Q2,Python,15.5615,646879.2978347722,64107.0
2015-Q2,R,0.5439,22610.20487716429,4475.0
2015-Q2,Ruby,6.5616,272758.36292745225,40895.0
2015-Q2,Rust,0.9367,38938.00882517883,1909.0
2015-Q2,Scala,1.2744,52975.88321764932,4710.0
2015-Q2,Swift,0.8883,36923.97826584536,3903.0
2015-Q2,TypeScript,1.0626,44169.54347477374,4494.0
2015-Q3,C,5.3056,244359.67603122705,41731.0
2015-Q3,C#,4.0752,187689.0320526639,17653.0
2015-Q3,C++,7.0387,324179.3742349172,39534.0
2015-Q3,Dart,0.1907,8782.525298279665,726.0
2015-Q3,Go,4.0271,185475.63573091192,11131.0
2015-Q3,Haskell,0.8133,37459.67076349134,3306.0
2015-Q3,Java,13.2578,610607.9510956721,46828.0
2015-Q3,JavaScript,25.2422,1162571.056607606,130390.0
2015-Q3,Julia,0.2912,13413.271131665982,787.0
2015-Q3,Kotlin,0.2295,10572.097229484889,1394.0
2015-Q3,Lua,0.6474,29815.906656324514,5733.0
2015-Q3,Objective-C,1.761,81105.82196327193,20955.0
2015-Q3,PHP,9.2485,425956.01982701663,41044.0
2015-Q3,Perl,0.6772,31189.873772042803,15766.0
2015-Q3,Python,15.7835,726935.5432819691,74368.0
2015-Q3,R,0.5448,25090.483970963985,5089.0
2015-Q3,Ruby,6.4085,295153.23051816784,49336.0
2015-Q3,Rust,0.86,39610.15826514042,2259.0
2015-Q3,Scala,1.2487,57510.46059637242,5310.0
2015-Q3,Swift,1.1182,51498.825720163884,5418.0
2015-Q3,TypeScript,1.2307,56682.97964896122,5880.0
2015-Q4,C,5.2071,254966.38544626813,40835.0
2015-Q4,C#,5.1023,249834.0118225527,18101.0
2015-Q4,C++,7.2358,354301.23554922594,39272.0
2015-Q4,Dart,0.1781,8720.146000173407,728.0
2015-Q4,Go,3.7172,182013.3458036889,10801.0
2015-Q4,Haskell,0.751,36770.313287069774,3278.0
2015-Q4,Java,13.6189,666847.4343508957,48418.0
2015-Q4,JavaScript,24.7853,1213609.6901443107,130375.0
2015-Q4,Julia,0.2693,13184.561937727529,871.0
2015-Q4,Kotlin,0.3306,16188.634955460702,1760.0
2015-Q4,Lua,0.6655,32588.431492798285,5804.0
2015-Q4,Objective-C,1.6594,81250.32062585514,20382.0
2015-Q4,PHP,9.1411,447589.8452064181,41269.0
2015-Q4,Perl,0.6503,31839.77723775667,14781.0
2015-Q4,Python,15.6125,764460.869027111,73927.0
2015-Q4,R,0.5203,25478.24184479424,5253.0
2015-Q4,Ruby,5.8285,285392.88860149053,45361.0
2015-Q4,Rust,0.7797,38176.54093494048,2285.0
2015-Q4,Scala,1.164,56995.896423573526,5171.0
2015-Q4,Swift,1.2948,63397.8044893776,6151.0
2015-Q4,TypeScript,1.4883,72873.9387273024,6539.0
2016-Q1,C,5.3102,291964.708099184,38014.0
2016-Q1,C#,7.2361,397854.4752375248,17140.0
2016-Q1,C++,7.0151,385700.4754911488,36535.0
2016-Q1,Dart,0.138,7587.262418366386,596.0
2016-Q1,Go,4.0466,222487.7099125897,10719.0
2016-Q1,Haskell,0.6325,34773.40961827575,3090.0
2016-Q1,Java,13.0002,714775.229718343,46294.0
2016-Q1,JavaScript,24.3777,1340327.2072478484,126113.0
2016-Q1,Julia,0.2179,11978.219617402112,783.0
2016-Q1,Kotlin,0.4052,22276.09923841055,2043.0
2016-Q1,Lua,1.0308,56673.05045379074,5940.0
2016-Q1,Objective-C,1.4136,77719.71703818372,18304.0
2016-Q1,PHP,8.3642,459880.9225060312,38147.0
2016-Q1,Perl,0.6179,33973.473206651644,13673.0
2016-Q1,Python,14.7783,812535.2894691982,71331.0
2016-Q1,R,0.5338,29350.540914782643,5225.0
2016-Q1,Ruby,5.4163,297797.7904700613,43297.0
2016-Q1,Rust,0.8796,48364.49109886389,2446.0
2016-Q1,Scala,1.2807,70417.11987980267,4929.0
2016-Q1,Swift,1.492,82030.58176807959,6139.0
2016-Q1,TypeScript,1.8135,99709.00784687584,7846.0
2016-Q2,C,4.8913,267644.0415769332,38095.0
2016-Q2,C#,5.9228,324082.179651275,17412.0
2016-Q2,C++,7.2065,394325.22999002977,36539.0
2016-Q2,Dart,0.1201,6570.243457038453,588.0
2016-Q2,Go,3.9838,217983.17747412383,10985.0
2016-Q2,Haskell,0.6515,35649.09175556494,3028.0
2016-Q2,Java,13.4725,737187.4875277268,46856.0
2016-Q2,JavaScript,24.8313,1358719.6608264952,129129.0
2016-Q2,Julia,0.2419,13237.113268599203,833.0
2016-Q2,Kotlin,0.4748,25979.608017015067,2362.0
2016-Q2,Lua,0.851,46565.82471525134,5954.0
2016-Q2,Objective-C,1.3955,76358.88929744893,18541.0
2016-Q2,PHP,8.5746,469182.0427419342,38496.0
2016-Q2,Perl,0.5727,31336.34305200304,13301.0
2016-Q2,Python,15.526,849551.6928375188,73432.0
2016-Q2,R,0.5708,31231.353570793224,5317.0
2016-Q2,Ruby,4.7926,262242.5143100314,42773.0
2016-Q2,Rust,0.8347,45674.640114934205,2545.0
2016-Q2,Scala,1.2143,66444.4740864809,4966.0
2016-Q2,Swift,1.5272,83565.43859020427,6551.0
2016-Q2,TypeScript,2.3441,128262.80833274349,9671.0
2016-Q3,C,4.9355,253143.98272772064,35016.0
2016-Q3,C#,5.7965,297305.79313236737,16022.0
2016-Q3,C++,8.9691,460027.8928194851,33065.0
2016-Q3,Dart,0.1286,6598.256476592896,551.0
2016-Q3,Go,4.0564,208051.9466494292,10721.0
2016-Q3,Haskell,0.5693,29201.6185322929,2641.0
2016-Q3,Java,13.5886,696963.6849715733,41458.0
2016-Q3,JavaScript,23.4738,1203974.2026867934,119722.0
2016-Q3,Julia,0.2367,12139.485065427509,751.0
2016-Q3,Kotlin,0.4943,25353.94555459463,2372.0
2016-Q3,Lua,0.8605,44132.86977270246,5818.0
2016-Q3,Objective-C,1.2556,64401.692325514014,17130.0
2016-Q3,PHP,7.8413,402179.0569371866,34441.0
2016-Q3,Perl,0.5439,27896.05046977457,12262.0
2016-Q3,Python,15.5931,799770.0435258406,69315.0
2016-Q3,R,0.5561,28519.938083048983,5041.0
2016-Q3,Ruby,4.6348,237720.78364441395,40255.0
2016-Q3,Rust,0.7828,40152.20561319381,2429.0
2016-Q3,Scala,1.2293,63049.747012986605,4612.0
2016-Q3,Swift,1.6942,86897.90511927925,6412.0
2016-Q3,TypeScript,2.7595,141534.38733610252,10591.0
2016-Q4,C,5.048,284769.22065515874,36736.0
2016-Q4,C#,6.0086,338958.30475504097,17504.0
2016-Q4,C++,10.6351,599948.156692659,35559.0
2016-Q4,Dart,0.1341,7566.82659650561,588.0
2016-Q4,Go,4.0108,226255.37241650865,11685.0
2016-Q4,Haskell,0.5263,29687.44425785244,2835.0
2016-Q4,Java,12.8021,722192.8123064544,45510.0
2016-Q4,JavaScript,23.7974,1342455.451287239,129382.0
